,Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,fee,transfer_period,Target
1021,Jarrad Branthwaite,PSV Eindhoven,20,02,22.1,2,18,4,22.2,0.81,0.18,0.11,0.50,12.4,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Eredivisie,23,14,17,6,0,14,23,60.9,9,17,12,5,36,59,96,2,Defender,86.9,21506,8857,89.5,90.1,71.2,1,1.3,0.8,7,79,8,0,80,2.22,55,26,+29,1.31,-0.38,53.9,21.8,+32.1,+1.45,-0.01,jarrad-branthwaite02,England,Centre-Back,left,195.0,7000000,0.0,Summer,30.277
1022,Anwar El Ghazi,PSV Eindhoven,27,95,13.1,8,39,15,38.5,2.97,1.14,0.21,0.53,16.0,4,0,0,4.6,4.6,0.12,+3.4,+3.4,Eredivisie,11,7,1,4,6,6,11,54.5,5,8,2,6,4,15,5,0,Forward,66.5,5010,1423,81.0,70.6,43.8,0,2.6,2.3,13,22,15,4,43,2.04,22,10,+12,0.91,-0.86,24.5,10.4,+14.2,+1.08,-0.61,anwar-el-ghazi95,Netherlands,Right Winger,right,189.0,8000000,2500000.0,Summer,13.099999999999996
1023,Thorgan Hazard,PSV Eindhoven,29,93,2.7,1,5,2,40.0,1.85,0.74,0.20,0.50,21.0,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Eredivisie,7,4,5,2,0,4,15,26.7,11,5,0,5,0,7,7,0,Forward,79.4,1552,396,88.9,80.4,50.0,0,0.9,0.6,7,8,2,1,7,2.33,7,4,+3,1.11,-0.36,7.1,3.4,+3.6,+1.34,-0.13,thorgan-hazard93,Belgium,Left Winger,right,175.0,9000000,0.0,Winter,3.24
1024,Luuk de Jong,PSV Eindhoven,31,90,19.4,14,61,29,47.5,3.15,1.50,0.21,0.45,10.0,0,1,2,17.1,15.6,0.26,-3.1,-2.6,Eredivisie,11,7,2,8,1,4,14,28.6,10,9,2,7,3,14,23,0,Forward,68.8,4864,929,73.2,73.0,70.0,4,2.6,3.2,20,25,11,0,46,2.25,45,18,+27,1.39,-0.11,44.8,16.2,+28.6,+1.48,+0.05,luuk-de-jong90,Switzerland,Centre-Forward,right,188.0,4000000,3000000.0,Summer,28.711999999999993
1025,Ismael Saibari,PSV Eindhoven,21,01,4.6,0,18,6,33.3,3.88,1.29,0.00,0.00,16.4,0,0,0,2.2,2.2,0.12,-2.2,-2.2,Eredivisie,15,7,7,7,1,7,11,63.6,4,4,0,4,6,21,3,0,Forward,82.2,2549,655,86.2,90.0,71.4,2,1.5,1.6,11,12,17,2,29,2.59,12,7,+5,1.08,-0.42,11.4,4.8,+6.6,+1.42,-0.04,ismael-saibari01,Spain,Attacking Midfield,right,185.0,3000000,0.0,Summer,5.382
1026,Fábio Silva,PSV Eindhoven,20,02,6.7,4,18,11,61.1,2.67,1.63,0.17,0.27,11.9,0,1,1,4.0,3.2,0.18,0.0,-0.2,Eredivisie,3,1,1,1,1,0,11,0.0,11,4,1,3,1,4,5,0,Forward,68.8,1741,269,78.3,67.3,70.0,1,1.4,1.8,14,7,4,0,8,2.57,21,8,+13,1.93,+0.61,17.2,7.6,+9.6,+1.43,-0.03,fabio-silva02,Portugal,Centre-Forward,right,185.0,13000000,0.0,Winter,13.533999999999997
1027,Xavi Simons,PSV Eindhoven,19,03,31.1,19,91,37,40.7,2.92,1.19,0.19,0.46,17.3,0,2,2,14.9,13.3,0.15,+4.1,+3.7,Eredivisie,48,25,15,16,17,20,38,52.6,18,37,4,33,11,59,12,0,Forward,80.3,14006,3259,84.7,82.4,75.0,8,7.4,6.6,60,72,58,5,150,2.21,80,35,+45,1.44,+0.04,74.0,27.9,+46.1,+1.48,+0.32,xavi-simons03,Netherlands,Attacking Midfield,right,179.0,30000000,0.0,Summer,47.583
1028,Guus Til,PSV Eindhoven,24,97,19.5,9,50,20,40.0,2.56,1.03,0.18,0.45,11.5,0,0,0,9.2,9.2,0.18,-0.2,-0.2,Eredivisie,36,21,12,21,3,11,26,42.3,15,28,3,25,12,48,14,0,Midfielder,76.6,5943,1617,84.7,82.7,42.4,3,3.4,3.1,23,47,18,5,71,2.17,55,31,+24,1.23,-0.50,54.0,20.1,+33.9,+1.74,+0.66,guus-til97,Zambia,Attacking Midfield,right,186.0,7000000,3000000.0,Summer,26.909999999999993
1029,Bobby Adekanye,Go Ahead Eag,23,99,23.8,6,46,15,32.6,1.93,0.63,0.13,0.40,18.4,0,0,0,4.0,4.0,0.09,+2.0,+2.0,Eredivisie,30,17,8,18,4,11,45,24.4,34,28,4,24,9,39,5,0,Forward,70.4,6631,2142,81.4,69.9,48.6,4,3.4,2.7,31,44,25,6,78,1.19,31,35,-4,-0.17,+0.42,27.8,32.9,-5.1,-0.21,-0.38,bobby-adekanye99,Nigeria,Right Winger,left,175.0,800000,0.0,Summer,2.142
1030,Jamal Amofa,Go Ahead Eag,23,98,26.8,0,4,0,0.0,0.15,0.00,0.00,,12.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Eredivisie,46,32,30,12,4,16,31,51.6,15,35,17,18,36,82,82,1,Defender,82.9,20658,8513,87.4,90.8,59.3,1,0.9,0.7,8,74,9,1,99,1.19,35,42,-7,-0.26,+0.16,36.3,36.0,+0.3,+0.01,+0.53,jamal-amofa98,Netherlands,Centre-Back,right,185.0,550000,0.0,Summer,-10.184000000000003
1031,Xander Blomme,Go Ahead Eag,20,02,4.2,1,3,1,33.3,0.72,0.24,0.33,1.00,22.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Eredivisie,10,7,5,5,0,6,13,46.2,7,6,0,6,11,21,4,0,Midfielder,77.3,2256,767,78.1,87.8,50.0,0,0.5,0.2,2,14,2,0,12,1.25,5,6,-1,-0.24,+0.06,7.2,4.8,+2.4,+0.59,+0.78,xander-blomme02,Belgium,Defensive Midfield,right,172.0,250000,0.0,Summer,-0.4200000000000004
1032,Oliver Edvardsen,Go Ahead Eag,23,99,22.6,7,41,19,46.3,1.82,0.84,0.17,0.37,17.1,1,0,0,5.3,5.3,0.14,+1.7,+1.7,Eredivisie,39,26,16,16,7,15,32,46.9,17,32,5,27,29,68,16,0,Forward,68.0,5561,1640,80.9,71.2,28.8,1,1.7,2.0,17,23,17,2,44,1.18,34,38,-4,-0.18,+0.35,31.9,32.6,-0.8,-0.03,+0.20,oliver-edvardsen99,Norway,Left Winger,right,,800000,0.0,Summer,1.8080000000000005
1033,Rashaan Fernandes,Go Ahead Eag,23,98,8.0,0,11,4,36.4,1.37,0.50,0.00,0.00,17.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Eredivisie,17,9,8,3,6,7,20,35.0,13,10,1,9,2,19,6,0,Midfielder,72.4,3062,1078,81.4,72.2,53.3,1,1.3,1.6,15,24,10,4,42,0.95,10,14,-4,-0.5,-0.27,11.8,11.4,+0.4,+0.05,+0.20,rashaan-fernandes98,Netherlands,Right Winger,right,170.0,300000,0.0,Summer,-2.880000000000001
1034,José Fontán,Go Ahead Eag,22,00,12.3,1,7,2,28.6,0.57,0.16,0.14,0.50,18.9,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Eredivisie,24,10,16,8,0,12,23,52.2,11,18,6,12,11,35,56,0,Defender,73.3,8389,3671,87.6,81.5,43.1,3,1.1,0.9,10,32,10,5,46,1.05,13,26,-13,-1.06,-1.20,10.9,19.2,-8.3,-0.68,-0.90,jose-fontan00,Spain,Centre-Back,left,182.0,800000,0.0,Summer,-14.514000000000003
1035,Enric Llansana,Go Ahead Eag,21,01,12.5,0,9,3,33.3,0.72,0.24,0.00,0.00,22.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Eredivisie,41,27,22,17,2,18,38,47.4,20,21,6,15,22,63,16,0,Midfielder,79.0,7454,2351,84.7,81.2,68.3,1,1.1,0.9,9,51,7,0,66,1.10,10,24,-14,-1.12,-1.31,12.8,18.6,-5.9,-0.47,-0.58,enric-llansana01,Spain,Defensive Midfield,right,183.0,550000,0.0,Summer,-12.250000000000002
1036,Jahnoah Markelo,Go Ahead Eag,19,03,1.1,0,1,0,0.0,0.94,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Eredivisie,1,1,1,0,0,0,0,,0,3,1,2,0,1,0,0,Midfielder,61.4,609,148,60.0,71.4,61.5,0,0.4,0.8,3,1,4,3,2,0.20,1,3,-2,-1.87,-1.63,1.8,2.0,-0.3,-0.26,-0.16,jahnoah-markelo03,,Right Winger,left,171.0,100000,0.0,Summer,-1.9030000000000005
1037,Fredrik Oppegard,Go Ahead Eag,19,02,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Eredivisie,13,8,8,5,0,9,12,75.0,3,7,0,7,3,16,21,0,Defender,75.9,2565,1073,86.3,69.0,80.8,0,0.2,0.2,2,10,3,2,12,1.38,4,5,-1,-0.23,+0.08,4.2,5.0,-0.8,-0.19,-0.10,fredrik-oppegard02,Norway,Left-Back,left,175.0,600000,0.0,Winter,-1.5400000000000005
1038,Darío Serra,Go Ahead Eag,19,03,0.5,1,2,2,100.0,4.39,4.39,0.50,0.50,12.3,0,0,0,0.5,0.5,0.25,+0.5,+0.5,Eredivisie,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,Forward,78.6,120,21,90.9,50.0,0.0,0,0.0,0.0,0,0,0,0,0,1.33,1,0,+1,2.2,+2.52,1.4,0.7,+0.7,+1.47,+1.59,dario-serra03,Spain,Left Winger,right,180.0,25000,0.0,Winter,1.23
1039,Sylla Sow,Go Ahead Eag,25,96,5.9,1,14,3,21.4,2.36,0.51,0.07,0.33,15.7,0,0,0,2.2,2.2,0.16,-1.2,-1.2,Eredivisie,12,7,2,7,3,5,14,35.7,9,8,1,7,6,18,3,0,Forward,73.7,1686,333,76.8,82.0,50.0,0,0.3,0.4,6,6,3,0,18,1.08,9,14,-5,-0.84,-0.66,12.9,8.5,+4.4,+0.74,+1.01,sylla-sow96,Netherlands,Left Winger,right,182.0,300000,0.0,Summer,-3.422
1040,Finn Stokkers,Go Ahead Eag,26,96,13.0,3,40,10,25.0,3.08,0.77,0.08,0.30,13.4,1,0,0,5.1,5.1,0.13,-2.1,-2.1,Eredivisie,11,7,2,4,5,5,13,38.5,8,8,1,7,8,19,12,0,Forward,64.5,2705,556,70.2,71.0,50.0,2,1.9,2.1,23,13,10,4,18,1.21,18,22,-4,-0.31,-0.02,18.6,19.2,-0.6,-0.05,+0.08,finn-stokkers96,Netherlands,Centre-Forward,right,180.0,450000,0.0,Summer,-0.6499999999999999
1041,Willum Þór Willumsson,Go Ahead Eag,23,98,24.3,8,40,10,25.0,1.65,0.41,0.15,0.60,16.7,1,2,4,7.5,4.3,0.11,+0.5,+1.7,Eredivisie,28,17,6,17,5,14,30,46.7,16,22,8,14,8,36,31,0,Midfielder,74.7,10189,3645,83.0,79.0,54.0,3,3.6,4.6,38,80,26,2,126,1.44,35,34,+1,0.04,+1.17,36.0,31.6,+4.4,+0.18,+0.99,willum-bor-willumsson98,Iceland,Central Midfield,left,194.0,900000,0.0,Summer,4.373999999999997
1042,Pedro Alemañ,Sparta R'dam,20,02,0.5,0,2,1,50.0,3.75,1.87,0.00,0.00,16.6,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Midfielder,89.5,483,117,94.1,87.5,100.0,0,0.1,0.4,1,2,0,0,6,2.40,3,0,+3,5.63,+5.03,2.4,0.0,+2.4,+4.36,+4.60,pedro-aleman02,Spain,Attacking Midfield,left,182.0,100000,0.0,Winter,3.39
1043,Patrick Brouwer,Sparta R'dam,21,01,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Forward,0.0,0,0,0.0,,,0,0.0,0.0,0,0,0,0,0,1.50,0,0,0,0.0,-0.68,0.0,0.0,0.0,0.00,+0.17,patrick-brouwer01,Netherlands,Right Winger,,,50000,0.0,Summer,0.0
1044,Mike Eerdhuijzen,Sparta R'dam,22,00,13.1,0,6,0,0.0,0.46,0.00,0.00,,17.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Eredivisie,23,14,15,8,0,14,21,66.7,7,19,13,6,25,48,66,0,Defender,86.7,16528,5119,91.6,93.0,67.7,1,0.7,0.5,6,47,3,0,46,1.69,30,15,+15,1.14,+0.76,17.2,21.3,-4.1,-0.31,-0.24,mike-eerdhuijzen00,Netherlands,Centre-Back,left,194.0,400000,0.0,Summer,18.732999999999997
1045,Jonathan de Guzmán,Sparta R'dam,34,87,15.5,2,8,2,25.0,0.52,0.13,0.25,1.00,26.4,1,0,0,0.4,0.4,0.05,+1.6,+1.6,Eredivisie,22,11,10,10,2,12,30,40.0,18,23,8,15,16,38,14,1,Midfielder,79.6,10208,3122,88.4,83.3,64.7,1,0.8,0.9,15,64,9,1,77,1.44,24,20,+4,0.26,-0.77,15.4,23.4,-8.0,-0.51,-0.64,jonathan-de-guzman87,Canada,Central Midfield,right,173.0,300000,0.0,Summer,21.855000000000004
1046,Elias Hoff Melkersen,Sparta R'dam,19,02,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Forward,50.0,65,34,0.0,100.0,,0,0.0,0.0,0,0,1,0,1,1.50,0,2,-2,-16.36,-17.10,0.3,0.4,-0.2,-1.36,-1.19,elias-hoff-melkersen02,Norway,Centre-Forward,right,178.0,400000,0.0,Winter,-1.55
1047,Joshua Kitolano,Sparta R'dam,20,01,29.5,4,37,13,35.1,1.26,0.44,0.11,0.31,18.2,0,0,0,3.6,3.6,0.10,+0.4,+0.4,Eredivisie,67,37,27,35,5,39,61,63.9,22,38,11,27,26,93,25,1,Midfielder,79.4,10735,3339,84.1,85.1,60.3,2,0.9,1.3,16,62,20,2,77,1.66,54,31,+23,0.78,+0.78,36.8,41.3,-4.5,-0.15,+0.10,joshua-kitolano01,,Central Midfield,right,170.0,3000000,610000.0,Summer,56.935
1048,Tobias Lauritsen,Sparta R'dam,24,97,32.8,12,90,37,41.1,2.74,1.13,0.13,0.32,13.3,0,0,0,11.2,11.2,0.12,+0.8,+0.8,Eredivisie,14,4,3,7,4,1,22,4.5,21,28,3,25,7,21,35,0,Forward,53.5,5195,1376,60.4,53.4,46.7,5,3.0,3.6,24,44,15,3,67,1.66,56,35,+21,0.64,-1.09,39.0,45.3,-6.3,-0.19,-0.76,tobias-lauritsen97,,Centre-Forward,right,196.0,2000000,450000.0,Summer,49.199999999999996
1049,Rick Meijssen,Sparta R'dam,20,02,0.5,0,1,0,0.0,2.14,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Eredivisie,0,0,0,0,0,0,0,,0,1,1,0,1,1,3,0,Defender,94.4,325,91,87.5,100.0,100.0,0,0.0,0.0,0,1,0,0,0,2.25,3,0,+3,6.43,+5.83,2.6,0.1,+2.4,+5.20,+5.44,rick-meijssen02,Netherlands,Centre-Back,right,190.0,300000,0.0,Winter,3.36
1050,Koki Saito,Sparta R'dam,20,01,18.0,7,33,13,39.4,1.83,0.72,0.21,0.54,16.8,0,0,0,3.6,3.6,0.11,+3.4,+3.4,Eredivisie,23,12,6,12,5,12,28,42.9,16,14,0,14,4,27,3,0,Forward,78.9,5796,1175,86.1,87.3,54.3,5,2.3,2.6,18,14,17,5,52,1.83,39,21,+18,1.0,+0.69,25.2,27.0,-1.7,-0.09,+0.15,koki-saito01,Japan,Left Winger,right,170.0,1300000,0.0,Summer,33.48
1051,Shurandy Sambo,Sparta R'dam,20,01,25.6,2,17,6,35.3,0.66,0.23,0.12,0.33,21.5,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Eredivisie,53,29,34,15,4,31,57,54.4,26,25,6,19,30,83,77,0,Defender,81.9,18352,5838,91.7,83.9,60.2,1,0.5,0.8,7,76,15,10,99,1.65,46,30,+16,0.62,-0.21,31.7,34.3,-2.6,-0.10,+0.27,shurandy-sambo01,Netherlands,Right-Back,right,174.0,700000,0.0,Summer,23.296
1052,Arno Verschueren,Sparta R'dam,25,97,27.2,9,52,19,36.5,1.91,0.70,0.17,0.47,15.4,0,0,0,5.3,5.3,0.10,+3.7,+3.7,Eredivisie,60,38,22,26,12,23,61,37.7,38,41,13,28,32,92,35,0,Midfielder,70.3,9143,2447,79.4,71.5,46.1,4,2.9,3.3,35,60,17,5,96,1.71,47,29,+18,0.66,-0.07,32.8,38.6,-5.8,-0.21,-0.23,arno-verschueren97,Belgium,Attacking Midfield,right,185.0,2000000,0.0,Summer,49.232
1053,Hussein Ali,Heerenveen,20,02,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,2,1,2,0,0,1,1,100.0,0,0,0,0,3,5,3,0,Defender,56.3,158,82,62.5,40.0,100.0,0,0.1,0.1,1,1,1,1,2,1.50,1,0,+1,3.0,+3.21,0.7,0.7,0.0,+0.06,+0.26,hussein-ali02,Sweden,Right-Back,right,180.0,300000,0.0,Summer,0.8999999999999999
1054,Pelle van Amersfoort,Heerenveen,26,96,13.2,3,35,12,34.3,2.64,0.91,0.09,0.25,13.1,0,0,0,3.8,3.8,0.11,-0.8,-0.8,Eredivisie,17,11,3,9,5,10,16,62.5,6,7,0,7,3,20,19,0,Midfielder,66.3,3295,947,76.4,65.7,42.1,0,0.7,0.8,12,22,5,1,40,1.10,18,30,-12,-0.91,-1.20,18.2,24.2,-6.0,-0.46,-0.42,pelle-van-amersfoort96,Netherlands,Attacking Midfield,right,193.0,1500000,0.0,Winter,-8.58
1055,Jeffrey Bruma,Heerenveen,30,91,7.3,0,1,0,0.0,0.14,0.00,0.00,,13.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Eredivisie,13,8,10,3,0,9,10,90.0,1,10,5,5,7,20,30,0,Defender,88.8,6473,2512,93.3,95.0,64.3,0,0.4,0.5,3,20,3,0,27,1.00,11,17,-6,-0.83,-0.83,9.8,13.5,-3.7,-0.50,-0.39,jeffrey-bruma91,Netherlands,Centre-Back,right,189.0,450000,0.0,Winter,-6.058999999999999
1056,Antoine Colassin,Heerenveen,21,01,8.3,3,23,9,39.1,2.77,1.08,0.13,0.33,19.5,0,0,0,1.3,1.3,0.06,+1.7,+1.7,Eredivisie,21,11,14,2,5,12,22,54.5,10,17,2,15,4,25,16,0,Forward,67.7,2771,803,81.2,65.0,39.3,0,1.0,1.8,11,21,11,3,29,1.17,13,13,0,0.0,+0.23,10.2,13.3,-3.1,-0.38,-0.24,antoine-colassin01,Belgium,Centre-Forward,right,186.0,450000,0.0,Summer,2.1580000000000004
1057,Daniel Karlsbakk,Heerenveen,19,03,2.0,0,1,0,0.0,0.51,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Eredivisie,1,0,1,0,0,0,3,0.0,3,3,1,2,1,2,1,0,Forward,57.9,263,53,78.9,45.5,,0,0.0,0.0,1,3,1,0,2,1.08,3,5,-2,-1.02,-0.90,2.5,3.6,-1.2,-0.60,-0.43,daniel-karlsbakk03,Norway,Centre-Forward,right,186.0,2500000,2500000.0,Winter,-1.52
1058,Mats Köhlert,Heerenveen,24,98,29.9,1,15,4,26.7,0.50,0.13,0.07,0.25,22.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Eredivisie,54,31,29,17,8,27,65,41.5,38,29,7,22,37,91,44,0,Defender,83.1,21701,6281,92.7,83.2,49.7,3,3.4,4.0,45,72,43,24,99,1.27,38,38,0,0.0,+1.46,38.2,39.9,-1.8,-0.06,+1.15,mats-kohlert98,Germany,Left-Back,left,169.0,1200000,0.0,Summer,0.0
1059,Ché Nunnely,Heerenveen,23,99,6.0,1,11,3,27.3,1.83,0.50,0.09,0.33,13.2,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Eredivisie,7,4,4,2,1,4,7,57.1,3,6,0,6,3,10,0,0,Forward,79.5,1911,398,91.4,77.6,33.3,0,0.8,0.6,10,12,5,2,18,1.00,9,13,-4,-0.67,-0.60,10.2,10.1,+0.1,+0.02,+0.26,che-nunnely99,Netherlands,Right Winger,right,170.0,700000,0.0,Winter,-2.46
1060,Simon Olsson,Heerenveen,24,97,24.0,0,13,5,38.5,0.54,0.21,0.00,0.00,16.1,0,0,0,1.8,1.8,0.14,-1.8,-1.8,Eredivisie,32,19,13,14,5,17,42,40.5,25,30,6,24,20,52,13,0,Midfielder,77.3,8900,2586,84.8,78.5,52.5,2,2.1,2.0,24,52,13,1,84,1.29,30,41,-11,-0.46,-0.96,32.6,37.1,-4.5,-0.19,+0.04,simon-olsson97,Sweden,Attacking Midfield,,185.0,1500000,1300000.0,Summer,-4.800000000000001
1061,Osame Sahraoui,Heerenveen,21,01,12.4,1,19,8,42.1,1.54,0.65,0.05,0.13,16.2,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Eredivisie,12,6,3,7,2,6,13,46.2,7,3,0,3,6,18,5,0,Forward,79.2,5205,1356,87.1,79.7,31.3,5,3.6,3.8,27,22,30,7,56,1.12,23,22,+1,0.08,+0.40,20.2,20.4,-0.2,-0.01,+0.29,osame-sahraoui01,Norway,Left Winger,right,170.0,3500000,1700000.0,Winter,4.216
1062,Alex Timossi Andersson,Heerenveen,21,01,2.9,0,5,1,20.0,1.73,0.35,0.00,0.00,14.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Eredivisie,6,3,3,2,1,3,6,50.0,3,2,1,1,2,8,0,0,Forward,66.7,561,177,73.7,81.3,66.7,0,0.7,0.6,3,2,3,2,5,1.00,3,7,-4,-1.38,-1.32,3.3,6.7,-3.4,-1.17,-1.06,alex-timossi-andersson01,Sweden,Right Winger,right,170.0,750000,550000.0,Summer,-3.2479999999999998
1063,Oliver Antman,Groningen,20,01,7.4,2,12,4,33.3,1.61,0.54,0.17,0.50,18.5,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Eredivisie,9,7,4,5,0,5,12,41.7,7,9,0,9,2,11,5,0,Forward,74.9,2325,458,78.0,80.0,61.1,1,1.3,1.4,8,11,9,2,23,0.18,5,19,-14,-1.88,-0.75,6.7,13.7,-7.0,-0.93,-0.05,oliver-antman01,Finland,Right Winger,right,185.0,700000,0.0,Winter,-15.91
1064,Thom van Bergen,Groningen,18,04,4.1,0,5,2,40.0,1.23,0.49,0.00,0.00,9.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Eredivisie,16,8,7,8,1,7,16,43.8,9,8,1,7,2,18,5,0,Forward,58.8,835,326,67.2,72.0,40.0,0,0.2,0.2,3,1,5,1,13,0.33,1,10,-9,-2.21,-1.04,3.2,9.6,-6.5,-1.58,-0.78,thom-van-bergen04,Netherlands,Centre-Forward,right,,150000,0.0,Winter,-10.168
1065,Thijmen Blokzijl,Groningen,17,05,13.1,0,6,1,16.7,0.46,0.08,0.00,0.00,18.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Eredivisie,17,12,10,5,2,8,13,61.5,5,19,12,7,8,25,37,1,Defender,82.1,11535,3526,91.6,88.1,52.5,1,0.4,1.0,2,48,2,0,48,0.33,8,28,-20,-1.53,-0.38,11.4,22.9,-11.5,-0.88,+0.02,thijmen-blokzijl05,Netherlands,Centre-Back,right,190.0,1000000,0.0,Winter,-28.557999999999996
1066,Matěj Chaluš,Groningen,24,98,4.4,0,3,0,0.0,0.68,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Eredivisie,4,3,2,2,0,2,4,50.0,2,6,4,2,8,12,17,1,Defender,74.6,3938,1356,82.0,85.2,39.6,0,0.1,0.1,3,13,0,0,18,0.13,4,11,-7,-1.59,-0.34,3.8,9.2,-5.3,-1.22,-0.37,matej-chalus98,Czech Republic,Centre-Back,right,190.0,600000,0.0,Winter,-9.856000000000002
1067,Liam van Gelderen,Groningen,21,01,11.9,1,8,2,25.0,0.67,0.17,0.13,0.50,22.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Eredivisie,35,25,12,18,5,17,22,77.3,5,25,8,17,15,50,38,0,Defender,74.8,6484,1842,83.7,83.1,32.2,0,0.7,1.1,10,27,9,4,37,0.41,11,18,-7,-0.59,+1.08,10.7,16.3,-5.6,-0.47,+0.65,liam-van-gelderen01,Netherlands,Right-Back,right,178.0,600000,450000.0,Summer,-14.755999999999998
1068,Johan Hove,Groningen,21,00,16.3,2,23,4,17.4,1.41,0.24,0.09,0.50,21.1,2,0,0,1.6,1.6,0.07,+0.4,+0.4,Eredivisie,33,18,11,13,9,12,22,54.5,10,15,2,13,18,51,22,0,Midfielder,68.6,9515,2858,74.9,78.7,53.5,2,2.1,2.2,23,69,17,5,77,0.33,14,36,-22,-1.35,-0.10,16.3,29.4,-13.1,-0.80,+0.18,johan-hove00,Norway,Central Midfield,right,177.0,2300000,1030000.0,Winter,-37.001000000000005
1069,Florian Krüger,Groningen,23,99,12.4,4,17,8,47.1,1.37,0.65,0.24,0.50,12.3,0,0,0,4.1,4.1,0.24,-0.1,-0.1,Eredivisie,18,13,7,7,4,9,19,47.4,10,16,4,12,3,21,10,0,Forward,64.2,2750,566,77.5,68.9,35.7,2,2.5,1.6,15,14,10,3,29,0.45,13,26,-13,-1.05,+0.38,13.1,23.1,-10.1,-0.81,+0.13,florian-kruger99,Germany,Centre-Forward,,186.0,1200000,1300000.0,Summer,-16.368
1070,Isak Määttä,Groningen,20,01,29.9,0,9,2,22.2,0.30,0.07,0.00,0.00,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Eredivisie,47,24,23,17,7,22,64,34.4,42,33,8,25,22,69,45,0,Defender,70.7,14743,5445,84.6,71.9,47.5,1,2.7,3.2,24,71,33,17,87,0.55,30,62,-32,-1.07,+1.87,28.5,53.0,-24.5,-0.82,+0.64,isak-maatta01,Norway,Left-Back,left,188.0,600000,1200000.0,Summer,-51.428
1071,Elvis Manu,Groningen,28,93,6.8,0,14,4,28.6,2.07,0.59,0.00,0.00,17.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Eredivisie,6,5,3,0,3,3,8,37.5,5,3,0,3,3,9,8,0,Forward,67.1,1516,353,74.7,73.8,55.6,0,0.1,0.5,5,6,6,2,11,0.50,4,13,-9,-1.33,-0.04,6.3,11.6,-5.3,-0.78,+0.14,elvis-manu93,Netherlands,Centre-Forward,right,179.0,600000,0.0,Winter,-10.88
1072,Nordin Musampa,Groningen,20,01,5.6,0,1,1,100.0,0.18,0.18,0.00,0.00,8.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Eredivisie,17,13,9,8,0,7,13,53.8,6,14,4,10,7,24,23,0,Defender,73.1,3090,1012,82.9,71.7,66.7,1,0.2,0.4,2,9,2,0,9,0.13,5,15,-10,-1.79,-0.60,4.8,10.6,-5.8,-1.03,-0.16,nordin-musampa01,Netherlands,Centre-Back,left,179.0,500000,0.0,Summer,-13.664
